,SDURAKKODU,SDURAKADI,KOORDINAT,ILCEADI,SYON,AKILLI,FIZIKI,DURAK_TIPI,ENGELLIKULLANIM
3810,128871,KALFAKÖY,POINT (28.4395789999414 41.2902470005992),Çatalca,ÇIFTLIKKÖY-ÇATALCA,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3811,176162,BALABAN,POINT (28.0843999998001 41.0775770005606),Silivri,SILIVRI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3812,101202,KOLEJ CADDESİ,POINT (28.5059879999548 41.0502030005606),Büyükçekmece,TEPEKENT,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil
3813,115061,CUMHURİYET ,POINT (28.9963500266605 41.1047639921016),Sariyer,LEVENT,YOK,KAPALI,WALLMODERN,Uygun Degil
3814,200311,ELMALI SOKAK,POINT (29.2439589999934 40.9748350005499),Sancaktepe,KARTAL  132C,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3815,114782,KÖPRÜLÜ KAVŞAK,POINT (29.0142189999897 41.0657130005643),Besiktas,MECIDIYEKÖY,YOK,AÇIK,İETTBAYRAK,Uygun
3816,223531,ÇEŞME,POINT (29.075199999991 41.013684000556),Üsküdar,GÖZTEPE KÖPRÜSÜ,YOK,KAPALI,CCMODERN,Uygun Degil
3817,216321,HUZUR MAHALLESİ,POINT (29.1605459999923 41.0356240005596),Çekmeköy,ÜSKÜDAR,YOK,KAPALI,CCMODERN,Uygun Degil
3818,200761,ŞAHİNBEY ATATÜRK CADDESİ,POINT (29.1948329999928 41.0240340005577),Çekmeköy,SAHINBEY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3819,216921,ÇAKMAK SUYU,POINT (29.073410999991 41.0376250005598),Üsküdar,ÜSKÜDAR,YOK,KAPALI,CCMODERN,Uygun Degil
3820,101062,AYDINLAR KÖY GİRİŞİ,POINT (28.2023059998643 41.3758760006111),Çatalca,BINKILIÇ,YOK,KAPALI,İETTCAMLI,Uygun Degil
3821,133282,HALLAÇLI SAPAĞI,POINT (28.212410974728 41.3687170052912),Çatalca,Çatalca,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3822,128742,KESTANELİK,POINT (28.4947679651365 41.2346129709453),Çatalca,ÇATALCA-KARACAKÖY,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3823,225621,GÖZTEPE KÖPRÜSÜ,POINT (29.071792999991 40.9934270005528),Üsküdar,KADIKÖY,YOK,KAPALI,CCMODERN,Uygun Degil
3824,107852,BEŞTELSİZ - ŞEHİT TAMER ŞENTÜRK,POINT (28.904047973925 40.9975840423857),Zeytinburnu,ZEYTINBURNU,YOK,KAPALI,CCMODERNDR,Uygun Degil
3825,108722,ŞEHİT ER YAVUZ BAHAR CADDESİ,POINT (28.8955499999868 40.9850450005513),Zeytinburnu,ZEYTINBURNU,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3826,226301,SAHRAYICEDİT ATATÜRK CADDESİ,POINT (29.0902899999914 40.9811210005508),Kadiköy,KADIKÖY,YOK,KAPALI,WALLMODERN,Uygun Degil
3827,403131,TEPEÜSTÜ,POINT (29.1302490074245 41.0215330160653),Ümraniye,SON DURAK (122C),VAR,KAPALI,CCMODERN,Uygun Degil
3828,114931,GÜLTEPE CAMİİ,POINT (28.9973479999893 41.0789180005664),Kagithane,GÜLTEPE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3829,113941,ÇAMLITEPE,POINT (29.0306459999901 41.0648420005642),Besiktas,ORTAKÖY,YOK,KAPALI,CCMODERN,Uygun Degil
3830,113942,ÇAMLITEPE,POINT (29.0306109999901 41.0654410005642),Besiktas,ZINCIRLIKUYU,YOK,KAPALI,CCMODERN,Uygun Degil
3831,221511,TOYGAR CAMİİ,POINT (29.1507299999918 41.1301010005748),Beykoz,BEYKOZ,YOK,KAPALI,İETTCAMLI,Uygun Degil
3832,221632,MAHMUT ŞEVKETPAŞA KÖYÜ,POINT (29.1882689999924 41.1517420005783),Beykoz,BEYKOZ,YOK,KAPALI,İETTCAMLI,Uygun Degil
3833,216042,UFUK CADDESİ,POINT (29.2310839999932 41.0088360005553),Sancaktepe,YENIDOGAN,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3834,214671,15 TEMMUZ ŞEHİTLER KÖPRÜSÜ,POINT (29.0431109999904 41.0364650005596),Üsküdar,KADIKÖY,VAR,KAPALI,WALLMODERN,Uygun Degil
3835,105652,İSBAK,POINT (28.9829469999889 41.0952490005691),Kagithane,SON DURAK,VAR,AÇIK,İETTBAYRAK,Uygun Degil
3836,117492,DENİZ HASTANESİ,POINT (28.9622739999886 41.0341250005592),Beyoglu,KASIMPASA,YOK,AÇIK,OVAL KIRMIZI,Uygun Degil
3837,180731,HALICIOĞLU 1,POINT (28.9437239999879 41.0485590005614),Beyoglu,TOPKAPI,YOK,KAPALI,CCMODERN,Uygun
3838,214372,AŞIK MAHSUNİ ŞERİF CADDESİ,POINT (29.1872069571982 40.9977649685157),Ümraniye,ÜSKÜDAR,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3839,118801,ÇİFTECEVİZLER,POINT (28.9790389999889 41.0648310005641),Sisli,MECIDIYEKÖY,VAR,KAPALI,WALLMODERN,Uygun Degil
3840,223052,PROF.DR.ALAEDDİN YAVAŞÇA SOKAK,POINT (29.0332239999903 41.0148640005561),Üsküdar,ÜSKÜDAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3841,222222,75.YIL CUMHURİYET MESLEKİ VE TEKNİK ANADOLU LİSESİ,POINT (29.1045329999915 41.0235000005576),Ümraniye,ATAKENT 20Ü,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3842,206992,ÖZLEM SOKAK,POINT (29.3622789999949 40.8282670005268),Tuzla,SIFA MAH.133S,YOK,FULL KAPALI,İETTCAMLI,Uygun Degil
3843,260372,HUZUR SOKAK,POINT (29.3682439997187 40.8607320335266),Çayirova,ÇAGDASKENT SAGLIK OCAGI,YOK,AÇIK,DİĞER,Uygun Degil
3844,225792,GÖNÜL SOK-ŞEHİT BAYRAM AKSU,POINT (29.3699519999949 40.836370000528),Tuzla,SONDURAK,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3845,261131,ÜÇPINARLAR CADDESİ,POINT (29.0682809999909 41.0066300005548),Üsküdar,LIBADIYE CADDESI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3846,261471,KİRAZLITEPE SAPAĞI,POINT (29.0621569999907 41.0361060005596),Üsküdar,KIRAZLITEPE PERON,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3847,261492,FERAH CADDESİ,POINT (29.070989999991 41.0226090005574),Üsküdar,ALTUNIZADE,VAR,KAPALI,CCMODERNDR,Uygun Degil
3848,262531,GÖKTAN SOKAK,POINT (29.1081220000111 41.0343609991162),Ümraniye,ÜMRANIYE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3849,200801,ERSAN SOKAK,POINT (29.1084919555972 41.0418440005607),Ümraniye,KURAN KURSU 11D,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3850,112862,KUMSUYU,POINT (29.054651975605 41.2386039607078),Sariyer,SARIYER,YOK,KAPALI,CCMODERN,Uygun Degil
3851,110842,KAYABAŞI SAĞLIK OCAĞI,POINT (28.7433189999793 41.1127450005716),Basaksehir,KAYABASI KÖYÜ,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3852,122692,TRİKO CENTER,POINT (28.7984469999825 41.0776990005659),Basaksehir,ISTOÇ-BASAKSEHIR,YOK,KAPALI,İETTCAMLI,Uygun Degil
3853,215611,KÖYİÇİ ,POINT (29.1896549999924 41.1536090005786),Beykoz,BEYKOZ 136,YOK,KAPALI,İETTCAMLI,Uygun Degil
3854,230472,FARABİ CADDESİ,POINT (29.2471889999936 40.887414000536),Pendik,GÖZDAGI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3855,213782,ÇAMLIK İLKOKULU,POINT (29.2792229629416 40.9199250279604),Pendik,SULTANBEYLI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3856,218891,ORTAÇEŞME,POINT (29.0874999878404 41.1479040301149),Beykoz,ÜSKÜDAR,VAR,AÇIK,AÇIK DURAK,Uygun Degil
3857,110992,TINAZTEPE,POINT (28.8988379999868 41.008217000555),Zeytinburnu,CEVIZLIBAG,YOK,KAPALI,WALLMODERN,Uygun Degil
3858,127941,İHLASMARMARA EVLERİ,POINT (28.6563333294362 40.9824385053219),Beylikdüzü,SON DURAK(145-76Y),YOK,KAPALI,CCMODERN,Uygun Degil
3859,201352,ERZİNCAN SOKAK,POINT (29.0973339999914 41.03903200056),Ümraniye,ÜSKÜDAR 11K,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3860,201941,İMES E KAPISI,POINT (29.1553989999923 40.9995340005538),Ümraniye,KADIKÖY 19S,VAR,KAPALI,CCMODERNDR,Uygun Degil
3861,223642,SİTE 59,POINT (29.069578999991 40.9966300005532),Üsküdar,KÜÇÜKÇAMLICA,YOK,KAPALI,İETTCAMLI,Uygun Degil
3862,227851,İSFALT,POINT (29.0267539999902 41.0056880005547),Üsküdar,KADIKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3863,260581,CENGAVER SOKAK,POINT (29.3684010239744 40.7976590023146),Darica,KARTAL METRO,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3864,122452,İPKAS,POINT (28.7947869999823 41.0794260005663),Basaksehir,ISTOÇ-BASAKSEHIR,YOK,KAPALI,DİĞER,Uygun Degil
3865,114762,HUZUR MAHALLESİ,POINT (28.9887779856292 41.0985769933789),Kagithane,SEYRANTEPE,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3866,114862,DEPO ARKASI,POINT (29.0048069999895 41.0843560005673),Kagithane,ÇELIKTEPE,YOK,KAPALI,WALLMODERN,Uygun Degil
3867,303061,KOCA MUSTAFAPAŞA,POINT (28.9311539684785 41.0042699923862),Fatih,SON DURAK (35C),YOK,KAPALI,CCMODERN,Uygun Degil
3868,119322,ŞAİR NEDİM,POINT (29.0002059999895 41.045272000561),Besiktas,FULYA MAH.,YOK,AÇIK,İETTBAYRAK,Uygun
3869,301281,BEŞİKTAŞ PERONLAR,POINT (29.0069806000116 41.0431463991159),Besiktas,PERON (40B-57UL-62G),VAR,KAPALI,WALLMODERN,Uygun Degil
3870,126531,AYMA KOOPERATİFİ,POINT (28.7856569999818 41.0802100005663),Basaksehir,IKITELLI GARAJI,YOK,KAPALI,CCMODERN,Uygun Degil
3871,214681,EZBER CADDESİ,POINT (29.1060429999915 41.0475620005615),Ümraniye,KADIKÖY,YOK,KAPALI,İETTCAMLI,Uygun Degil
3872,215351,YUNUS EMRE,POINT (29.1276559999919 41.0037150005545),Ümraniye,ÜSKÜDAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3873,114061,KAZIM KARABEKİR,POINT (29.0296890390273 41.1630100074689),Sariyer,42K SON DURAK,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3874,113504,CENGİZ TOPEL,POINT (29.0404289999902 41.0845910005673),Besiktas,ZINCIRLIKUYU,VAR,KAPALI,WALLMODERN,Uygun Degil
3875,115671,ALİŞAR,POINT (28.9860269999891 41.0863530005676),Kagithane,LEVENT,YOK,KAPALI,CCMODERN,Uygun
3876,218812,HÜRRİYET CADDESİ,POINT (29.1689970071238 41.061694974538),Beykoz,KAVACIK,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3877,128032,MANAVGAT,POINT (28.6836129999752 41.0725040005648),Basaksehir,TEM-BAHÇESEHIR,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
3878,215671,NİŞANE SOKAK,POINT (29.0815899589702 41.0679380273366),Beykoz,YENIMAHALLE,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3879,201291,DÖRTYOL,POINT (29.1009339999914 41.050947000562),Ümraniye,K.K.BEKIR MAH.,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3880,215481,KAVAKLIDERE CADDESİ,POINT (29.0981929999914 41.0229310005575),Ümraniye,KADIKÖY,YOK,KAPALI,CCMODERN,Uygun Degil
3881,215682,ŞEHİT ASKERİ ÇOBAN,POINT (29.1030369999914 41.0487400005617),Ümraniye,HISAR CADDESI,YOK,AÇIK,İETTBAYRAK,Uygun
3882,127102,KERİM ÇAVUŞPAŞA,POINT (28.8467589999847 41.0017580005537),Bahçelievler,SIRINEVLER,YOK,FULL KAPALI,İSTON GENİŞ_İBB,Uygun Degil
3883,129861,ZAFER MAHALLESİ,POINT (28.8387139999846 41.0031180005541),Bahçelievler,Y.BOSNA METRO,VAR,KAPALI,CCMODERN,Uygun Degil
3884,220172,ŞEHİT KADER SİVRİ,POINT (29.0611239999907 41.0501930005618),Üsküdar,RASATHANE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3885,216452,GÖRELE İLKOKULU,POINT (29.1478349982874 41.115108971311),Beykoz,ÜSKÜDAR,YOK,KAPALI,İETTCAMLI,Uygun Degil
3886,224382,KOŞUYOLU CADDESİ,POINT (29.0349719999903 41.0071460005549),Kadiköy,ALTUNIZADE 11T,YOK,KAPALI,WALLMODERN,Uygun Degil
3887,224723,ŞÜKRÜ SARAÇOĞLU STADI,POINT (29.0388129999904 40.9865230005516),Kadiköy,KADIKÖY,YOK,KAPALI,WALLMODERN,Uygun Degil
3888,225011,FENERYOLU,POINT (29.0466129999906 40.9782200005503),Kadiköy,KADIKÖY,YOK,KAPALI,WALLMODERN,Uygun Degil
3889,227182,ANAKENT KOLEJİ,POINT (29.0730949999911 40.9875770005519),Kadiköy,KADIKÖY,VAR,KAPALI,CCMODERN,Uygun Degil
3890,414031,KADIKÖY,POINT (29.0244529814233 40.9941560343773),Kadiköy,RIHTIM2 PERON,VAR,KAPALI,CCMODERN,Uygun Degil
3891,113331,FABRİKALAR,POINT (29.0114669652738 41.0801420364638),Sisli,BESIKTAS,YOK,KAPALI,WALLMODERN,Uygun
3892,202042,BİLİM SANAYİ İL MÜDÜRLÜĞÜ,POINT (29.1747719999926 40.994236000553),Ümraniye,ESENSEHIR 19ES,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3893,202122,ÜMRANİYE EVLENDİRME DAİRESİ,POINT (29.1127649824968 41.0366289781906),Ümraniye,ÜMRANIYE,YOK,KAPALI,CCMODERNDR,Uygun Degil
3894,202311,ÜMRANİYE EĞİTİM VE ARAŞTIRMA HASTANESİ,POINT (29.1024160372409 41.0335450041469),Ümraniye,SON DURAK,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3895,112292,YALILAR,POINT (29.0644279822546 41.1174230044858),Sariyer,SARIYER,YOK,KAPALI,WALLMODERN,Uygun Degil
3896,205051,YÜKSEL SOKAK,POINT (29.0924500202195 41.0110930016627),Ümraniye,ÜSKÜDAR,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3897,214172,ÇAKMAK SPOR TESİSLERİ,POINT (29.1277450047209 41.0180249899131),Ümraniye,ÇAKMAK ÇAMLIK MH.,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3898,214201,İKBAL CADDESİ,POINT (29.1278199999919 41.0099130005555),Ümraniye,ÜSKÜDAR 13A,YOK,KAPALI,İETTCAMLI,Uygun Degil
3899,121071,LİMON SOKAK,POINT (28.9778879999887 41.076263000566),Kagithane,KAGITHANE,YOK,KAPALI,İETTCAMLI,Uygun
3900,211502,ÜNİVERSİTE YOLU,POINT (29.1457759999922 40.9731820005496),Maltepe,Y.TEPE ÜNV.ALT KAPI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3901,213941,MARMARA ÜNİV. BAŞIBÜYÜK KAMPÜSÜ,POINT (29.1407919999922 40.9521230005463),Maltepe,MARMARA E.K.,YOK,KAPALI,CCMODERN,Uygun Degil
3902,210612,SELVİ SOKAK,POINT (29.1577819999924 40.9856810005516),Atasehir,YEDPA  319,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3903,118122,ŞİMŞİR,POINT (28.983813999989 41.0714570005652),Kagithane,SISLI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3904,223792,KÜÇÜKSU CADDESİ,POINT (29.1115900099007 41.0344140383001),Ümraniye,INKILAP MAH.,YOK,KAPALI,CCMODERNDR,Uygun Degil
3905,223871,GÜZELTEPE CADDESİ,POINT (29.1055019999915 41.0439510005609),Ümraniye,KURAN KURSU,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3906,112022,AKARETLER,POINT (29.0038999999896 41.0416640005605),Besiktas,EMINÖNÜ,VAR,KAPALI,CCMODERNDR,Uygun Degil
3907,214922,HUZUREVİ   ,POINT (29.1836329999923 41.1495240005779),Beykoz,ALIBAHADIR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3908,223852,HALİL RÜŞTÜ İLKOKULU,POINT (29.0169150326609 41.0213480157277),Üsküdar,ACIBADEM,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3909,116402,HACI MEHMET ŞALGAMCIOĞLU ORTAOKULU,POINT (29.0469269783616 41.096238040681),Sariyer,4.LEVENT,YOK,KAPALI,CCMODERNDR,Uygun Degil
3910,224201,STAD SOKAK,POINT (29.2283989999932 41.0041930005546),Sancaktepe,ALTUNIZADE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3911,112711,RUMELİFENER KAVŞAĞI,POINT (29.1085069999911 41.230220000591),Sariyer,R.FENERI,YOK,AÇIK,İETTBAYRAK,Uygun
3912,223292,ALTINKÖY,POINT (29.0844629999912 41.0158390005564),Üsküdar,ÜSKÜDAR,YOK,KAPALI,CCMODERN,Uygun Degil
3913,166262,ÇATALÇEŞME,POINT (28.9714899906626 41.1804610422292),Sariyer,KEMERBURGAZ,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3914,200922,KİVİLİK,POINT (29.1668049656767 41.19673998046),Beykoz,BEYKOZ,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3915,900251,YENİBOSNA,POINT (28.8364432088301 40.9922331127626),Bakirköy,AVCILAR,YOK,KAPALI,ISTASYON,Uygun Degil
3916,122162,DİKİLİTAŞ,POINT (28.8697579999859 40.9911220005522),Bakirköy,BAKIRKÖY,YOK,KAPALI,CCMODERN,Uygun Degil
3917,200531,İŞKUR ÜMRANİYE,POINT (29.1115129999916 41.0235490005577),Ümraniye,ÜMRANIYE,YOK,KAPALI,CCMODERN,Uygun Degil
3918,222234,ATAKENT,POINT (29.107541013326 41.0223339790225),Ümraniye,TEPEÜSTÜ (20Ü-10M),YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
3919,262561,İLİM SARAYI CAMİİ,POINT (29.1041080064113 41.0324279813189),Ümraniye,ÜMRANIYE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3920,113971,SİTE YOLU,POINT (29.0336539753995 41.0625249824456),Besiktas,KURUÇESME ÜSTÜ(57UL),YOK,,AÇIK DURAK,Uygun Degil
3921,205581,ŞEHİT MURAT NAİBOĞLU,POINT (29.0500529999906 41.0085140005552),Üsküdar,KADIKÖY,YOK,KAPALI,CCMODERNDR,Uygun Degil
3922,214581,OĞUZHAN CAMİİ,POINT (29.0555250311 41.0311619718327),Üsküdar,BURHANIYE PERON,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3923,178011,İSKİ,POINT (28.9812850064147 41.0865880335928),Kagithane,AYAZAGA,YOK,KAPALI,CCMODERN,Uygun Degil
3924,114501,İTFAİYE,POINT (28.9892819999891 41.0957870005691),Kagithane,LEVENT,YOK,KAPALI,CCMODERN,Uygun Degil
3925,210091,SABİHA GÖKÇEN HAVALİMANI,POINT (29.3146000372521 40.9086210316476),Pendik,(PERON),VAR,FULL KAPALI,İETTMODERN,Uygun Degil
3926,177031,MEHMETÇİK CADDESİ,POINT (28.997146998795 41.0566320393461),Sisli,FULYA MAH.,YOK,KAPALI,CCMODERNDR,Uygun Degil
3927,177621,PERPA 1,POINT (28.9682239999887 41.0618120005636),Sisli,SISLI,VAR,KAPALI,WALLMODERN,Uygun Degil
3928,177651,PERPA 4,POINT (28.9707249999887 41.0595270005633),Sisli,PIYALE PASA,YOK,KAPALI,CCMODERN,Uygun Degil
3929,303361,MECİDİYEKÖY VİYADÜK,POINT (28.9970079999894 41.0668530005644),Sisli,KUSTEPE,VAR,KAPALI,WALLMODERN,Uygun Degil
3930,306341,4.LEVENT METRO,POINT (29.0068239977038 41.0839459976754),Sisli,PERON 6,YOK,KAPALI,CCMODERN,Uygun Degil
3931,322056,MECİDİYEKÖY MERKEZ,POINT (28.9917200023007 41.0665340068427),Sisli,SON DURAK,YOK,KAPALI,CCMODERN,Uygun Degil
3932,261541,PEHLİVAN SOKAK,POINT (29.3164229701543 41.1056850153948),Çekmeköy,HÜSEYINLI KÖYÜ,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3933,131032,NASRETTİN HOCA PARKI,POINT (28.8480369999848 41.0511530005618),Bagcilar,GÖZTEPE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3934,205462,ÇİFTLİK CADDESİ,POINT (29.3649809655214 40.8274150287424),Çayirova,SON DURAK,YOK,KAPALI,DİĞER,Uygun
3935,261692,BOSNA SOKAK,POINT (29.2302890080034 40.9069229599329),Kartal,KURFALI SON DURAK,YOK,,İETTBAYRAK,Uygun Degil
3936,262001,VELİ SOKAK,POINT (29.0874850081395 41.0370250016958),Üsküdar,ÜSKÜDAR,YOK,,İETTBAYRAK,Uygun Degil
3937,120451,HÜSEYİN AĞA CAMİİ,POINT (28.9807740375286 41.0349620098667),Beyoglu,TRAMVAY,YOK,,İETTBAYRAK,Uygun Degil
3938,223042,MÜTEVELLİ ÇEŞMESİ,POINT (29.0318169999902 41.0156050005562),Üsküdar,ÜSKÜDAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3939,177812,YILDIRIM BEYAZIT CADDESİ,POINT (28.6678060203986 41.0118929953676),Esenyurt,ESENYURT INCIRTEPE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3940,132331,SPOR TESİSLERİ,POINT (29.0263010273017 41.1906210446333),Sariyer,KISIRKAYA,YOK,,AÇIK DURAK,Uygun Degil
3941,109012,VALİDE SUYU PARK,POINT (28.9073260000113 41.0753729991152),Gaziosmanpasa,YUNUS EMRE,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3942,109992,KÜÇÜKKÖY BEŞYOL,POINT (28.9011639999867 41.0765790005659),Gaziosmanpasa,50. YIL MAHALLESI,YOK,AÇIK,İETTBAYRAK,Uygun
3943,110741,VALİDE CAMİİ,POINT (28.9128919999871 41.0799580005665),Gaziosmanpasa,MEVLANA MAH.,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3944,130642,TONGUÇBABA CADDESİ,POINT (28.6892979999759 41.0088940005547),Esenyurt,AVCILAR-ÖRNEK MAH.,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3945,117121,648.SOKAK,POINT (28.8924176534442 41.0870916037994),Gaziosmanpasa,SON DURAK,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3946,103741,ESENLER BİLİM PARKI,POINT (28.8690679999856 41.0511870005618),Esenler,AKSARAY,YOK,KAPALI,CCMODERN,Uygun Degil
3947,110252,HAT BOYU,POINT (28.900080999987 40.982979000551),Zeytinburnu,ZEYTINBURNU METRO,YOK,AÇIK,İETTBAYRAK,Uygun
3948,223312,AÇAN SOKAK,POINT (29.0879849999913 41.0119180005557),Üsküdar,ÜSKÜDAR,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3949,223402,YEŞİL YAMAÇ,POINT (29.0852959999911 41.0444190005609),Üsküdar,ÜSKÜDAR,YOK,KAPALI,CCMODERN,Uygun Degil
3950,113951,AMBARLIDERE,POINT (29.02845499999 41.0652800005643),Besiktas,MERKEZ,YOK,KAPALI,CCMODERN,Uygun Degil
3951,103032,DOĞU SANAYİ KÖYİÇİ CAMİİ ,POINT (28.8227909999839 41.0166650005562),Bahçelievler,BAHÇELIEVLER,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3952,202762,SOĞULLAR KÖYÜ,POINT (29.7928639999982 41.1408260005767),Sile,AGVA,YOK,KAPALI,İETTCAMLI,Uygun Degil
3953,213552,ATAŞEHİR  BELEDİYESİ,POINT (29.1022610480026 40.9978340219462),Atasehir,KADIKÖY,YOK,KAPALI,CCMODERNDR,Uygun Degil
3954,213562,ATAŞEHİR KAYMAKAMLIĞI,POINT (29.1077580142021 40.9820419746358),Atasehir,ESATPASA 10 A,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3955,122911,SONEVLER,POINT (28.6940489999762 41.0138980005555),Esenyurt,BAKIRKÖY  ESENYURT,YOK,KAPALI,İETTMODERN,Uygun Degil
3956,111411,MALAZGİRT CADDESİ,POINT (28.8088919999833 41.0048210005543),Küçükçekmece,FIDANLIK-TEVFIKBEY M,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3957,126421,LİMAN YOLU,POINT (28.6785989999751 40.9952400005525),Beylikdüzü,BAKIRKÖY,YOK,AÇIK,İETTBAYRAK,Uygun
3958,176931,ADNAN KAHVECİ BULVARI,POINT (28.8684529999858 41.0050860005545),Bahçelievler,ÇAVUSPASA,YOK,FULL KAPALI,İSTON GENİŞ,Uygun Degil
3959,106201,BARBAROS HAYRETTİNPAŞA MAHALLESİ,POINT (28.8895359999863 41.0714980005651),Bayrampasa,EDIRNEKAPI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3960,106631,KARTALTEPE,POINT (28.9038119999868 41.0559120005626),Bayrampasa,TOPKAPI,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3961,203052,OVACIK,POINT (29.6175089643084 41.1193660447354),Sile,DEREÇAYIRI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3962,203092,HASANLI,POINT (29.6649259999972 41.0180600005569),Sile,DEREÇAYIRI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3963,203162,KÖMÜRLÜK,POINT (29.4359330000075 41.0796029991152),Sile,ÜVEZLI,YOK,AÇIK,AÇIK DURAK,Uygun Degil
3964,108612,YAYLA SOKAK,POINT (28.9124209999872 41.0372300005596),Bayrampasa,CEVATPASA,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3965,109142,MATBAACILAR SİTESİ,POINT (28.9203509999875 41.0253920005577),Bayrampasa,BAYRAMPASA,YOK,KAPALI,WALLMODERN,Uygun Degil
3966,213591,DOĞU ATAŞEHİR,POINT (29.1368890044382 40.9904600265187),Atasehir,PERON,YOK,KAPALI,WALLMODERN,Uygun Degil
3967,213741,NECİP FAZIL BULVARI,POINT (29.1491449999922 40.9907730005524),Atasehir,KADIKÖY,YOK,KAPALI,CCMODERN,Uygun
3968,224442,ÖRNEK MAH.AİLE SAĞLIĞI MERKEZİ,POINT (29.0774149999911 40.9957510005532),Atasehir,KADIKÖY,YOK,AÇIK,İETTBAYRAK,Uygun Degil
3969,224472,ŞEHİT CAHAR DUDAYEV CADDESİ,POINT (29.0854939999913 40.9958420005531),Atasehir,KADIKÖY,YOK,KAPALI,CCMODERN,Uygun Degil
3970,226371,KARAMAN ÇİFTLİK YOLU,POINT (29.1054779999916 40.9795030005506),Atasehir,KADIKÖY,YOK,KAPALI,CCMODERN,Uygun Degil
3971,226422,ATAŞEHİR ANADOLU LİSESİ,POINT (29.1242179999919 40.9781010005504),Atasehir,SARIGAZI,VAR,KAPALI,CCMODERN,Uygun Degil
3972,226472,CEMİLE BESLER İLKOKULU,POINT (29.1450099999922 40.988311000552),Atasehir,SARIGAZI,YOK,KAPALI,CCMODERN,Uygun Degil
3973,122361,GAZİ EVRENOS CADDESİ,POINT (28.8251399999842 40.9610660005474),Bakirköy,BAKIRKÖY,VAR,KAPALI,WALLMODERN,Uygun Degil
